"","Fecha","Negocio","Cantidad_procesos"
"824",2019-12-06,"CEA",928
"825",2019-12-07,"CEA",622
"826",2019-12-08,"CEA",16
"827",2019-12-09,"CEA",1375
"828",2019-12-10,"CEA",1220
"829",2019-12-11,"CEA",1214
"830",2019-12-12,"CEA",1089
"831",2019-12-13,"CEA",1020
"832",2019-12-14,"CEA",561
"833",2019-12-15,"CEA",35
"834",2019-12-16,"CEA",1366
"835",2019-12-17,"CEA",1300
"836",2019-12-18,"CEA",1134
"837",2019-12-19,"CEA",1064
"838",2019-12-20,"CEA",985
"839",2019-12-21,"CEA",623
"840",2019-12-22,"CEA",29
"841",2019-12-23,"CEA",1078
"842",2019-12-24,"CEA",383
"843",2019-12-25,"CEA",2
"844",2019-12-26,"CEA",1144
"845",2019-12-27,"CEA",1213
"846",2019-12-28,"CEA",684
"847",2019-12-29,"CEA",3
"848",2019-12-30,"CEA",1244
"849",2019-12-31,"CEA",348
"850",2020-01-02,"CEA",644
"851",2020-01-03,"CEA",881
"852",2020-01-04,"CEA",479
"853",2020-01-05,"CEA",27
"854",2020-01-06,"CEA",17
"855",2020-01-07,"CEA",1467
"856",2020-01-08,"CEA",1396
"857",2020-01-09,"CEA",1334
"858",2020-01-10,"CEA",1419
"859",2020-01-11,"CEA",850
"860",2020-01-12,"CEA",59
"861",2020-01-13,"CEA",1498
"862",2020-01-14,"CEA",1459
"863",2020-01-15,"CEA",1362
"864",2020-01-16,"CEA",1175
"865",2020-01-17,"CEA",1180
"866",2020-01-18,"CEA",749
"867",2020-01-19,"CEA",48
"868",2020-01-20,"CEA",1398
"869",2020-01-21,"CEA",1279
"870",2020-01-22,"CEA",1151
"871",2020-01-23,"CEA",1126
"872",2020-01-24,"CEA",1005
"873",2020-01-25,"CEA",729
"874",2020-01-26,"CEA",11
"875",2020-01-27,"CEA",1287
"876",2020-01-28,"CEA",1162
"877",2020-01-29,"CEA",1133
"878",2020-01-30,"CEA",1002
"879",2020-01-31,"CEA",950
"880",2020-02-01,"CEA",705
"881",2020-02-02,"CEA",32
"882",2020-02-03,"CEA",1351
"883",2020-02-04,"CEA",1276
"884",2020-02-05,"CEA",1213
"885",2020-02-06,"CEA",1012
"886",2020-02-07,"CEA",1026
"887",2020-02-08,"CEA",788
"888",2020-02-09,"CEA",55
"889",2020-02-10,"CEA",1326
"890",2020-02-11,"CEA",1229
"891",2020-02-12,"CEA",1090
"892",2020-02-13,"CEA",895
"893",2020-02-14,"CEA",809
"894",2020-02-15,"CEA",700
"895",2020-02-16,"CEA",34
"896",2020-02-17,"CEA",1101
"897",2020-02-18,"CEA",1187
"898",2020-02-19,"CEA",971
"899",2020-02-20,"CEA",958
"900",2020-02-21,"CEA",851
"901",2020-02-22,"CEA",633
"902",2020-02-23,"CEA",51
"903",2020-02-24,"CEA",1052
"904",2020-02-25,"CEA",1015
"905",2020-02-26,"CEA",985
"906",2020-02-27,"CEA",830
"907",2020-02-28,"CEA",827
"908",2020-02-29,"CEA",711
"909",2020-03-01,"CEA",45
"910",2020-03-02,"CEA",1155
"911",2020-03-03,"CEA",1122
"912",2020-03-04,"CEA",1147
"913",2020-03-05,"CEA",979
"914",2020-03-06,"CEA",928
"915",2020-03-07,"CEA",726
"916",2020-03-08,"CEA",39
"917",2020-03-09,"CEA",1143
"918",2020-03-10,"CEA",1139
"919",2020-03-11,"CEA",1062
"920",2020-03-12,"CEA",925
"921",2020-03-13,"CEA",788
"922",2020-03-14,"CEA",617
"923",2020-03-15,"CEA",48
"924",2020-03-16,"CEA",786
"925",2020-03-17,"CEA",749
"926",2020-03-18,"CEA",460
"927",2020-03-19,"CEA",361
"928",2020-03-20,"CEA",167
"929",2020-03-21,"CEA",9
"930",2020-03-22,"CEA",2
"931",2020-03-23,"CEA",1
"932",2020-03-24,"CEA",9
"933",2020-03-28,"CEA",1
"934",2020-03-31,"CEA",1
"935",2020-05-29,"CEA",1
"936",2020-06-01,"CEA",29
"937",2020-06-02,"CEA",111
"938",2020-06-03,"CEA",169
"939",2020-06-04,"CEA",202
"940",2020-06-05,"CEA",217
"941",2020-06-06,"CEA",171
"942",2020-06-07,"CEA",12
"943",2020-06-08,"CEA",410
"944",2020-06-09,"CEA",395
"945",2020-06-10,"CEA",392
"946",2020-06-11,"CEA",462
"947",2020-06-12,"CEA",473
"948",2020-06-13,"CEA",334
"949",2020-06-14,"CEA",12
"950",2020-06-15,"CEA",20
"951",2020-06-16,"CEA",750
"952",2020-06-17,"CEA",706
"953",2020-06-18,"CEA",696
"954",2020-06-19,"CEA",752
"955",2020-06-20,"CEA",493
"956",2020-06-21,"CEA",15
"957",2020-06-22,"CEA",59
"958",2020-06-23,"CEA",1008
"959",2020-06-24,"CEA",951
"960",2020-06-25,"CEA",1009
"961",2020-06-26,"CEA",943
"962",2020-06-27,"CEA",696
"963",2020-06-28,"CEA",74
"964",2020-06-29,"CEA",39
"965",2020-06-30,"CEA",1091
"966",2020-07-01,"CEA",1219
"967",2020-07-02,"CEA",1164
"968",2020-07-03,"CEA",1110
"969",2020-07-04,"CEA",733
"970",2020-07-05,"CEA",37
"971",2020-07-06,"CEA",1182
"972",2020-07-07,"CEA",1281
"973",2020-07-08,"CEA",1184
"974",2020-07-09,"CEA",1156
"975",2020-07-10,"CEA",1073
"976",2020-07-11,"CEA",662
"977",2020-07-12,"CEA",44
"978",2020-07-13,"CEA",1113
"979",2020-07-14,"CEA",1131
"980",2020-07-15,"CEA",849
"981",2020-07-16,"CEA",887
"982",2020-07-17,"CEA",825
"983",2020-07-18,"CEA",536
"984",2020-07-19,"CEA",30
"985",2020-07-20,"CEA",34
"986",2020-07-21,"CEA",1075
"987",2020-07-22,"CEA",1005
"988",2020-07-23,"CEA",858
"989",2020-07-24,"CEA",764
"990",2020-07-25,"CEA",362
"991",2020-07-26,"CEA",26
"992",2020-07-27,"CEA",921
"993",2020-07-28,"CEA",957
"994",2020-07-29,"CEA",888
"995",2020-07-30,"CEA",858
"996",2020-07-31,"CEA",593
"997",2020-08-01,"CEA",370
"998",2020-08-02,"CEA",13
"999",2019-01-02,"CRC",2790
"1000",2019-01-03,"CRC",3398
"1001",2019-01-04,"CRC",3692
"1002",2019-01-05,"CRC",1540
"1003",2019-01-08,"CRC",4319
"1004",2019-01-09,"CRC",4177
"1005",2019-01-10,"CRC",3904
"1006",2019-01-11,"CRC",3943
"1007",2019-01-12,"CRC",1766
"1008",2019-01-14,"CRC",4275
"1009",2019-01-15,"CRC",4175
"1010",2019-01-16,"CRC",4018
"1011",2019-01-17,"CRC",3799
"1012",2019-01-18,"CRC",3874
"1013",2019-01-19,"CRC",1873
"1014",2019-01-21,"CRC",4187
"1015",2019-01-22,"CRC",3764
"1016",2019-01-23,"CRC",4015
"1017",2019-01-24,"CRC",3626
"1018",2019-01-25,"CRC",3622
"1019",2019-01-26,"CRC",1736
"1020",2019-01-27,"CRC",2
"1021",2019-01-28,"CRC",3495
"1022",2019-01-29,"CRC",3842
"1023",2019-01-30,"CRC",3500
"1024",2019-01-31,"CRC",3428
"1025",2019-02-01,"CRC",3534
"1026",2019-02-02,"CRC",1866
"1027",2019-02-04,"CRC",4075
"1028",2019-02-05,"CRC",3961
"1029",2019-02-06,"CRC",3615
"1030",2019-02-07,"CRC",3351
"1031",2019-02-08,"CRC",3286
"1032",2019-02-09,"CRC",1742
"1033",2019-02-11,"CRC",4078
"1034",2019-02-12,"CRC",3669
"1035",2019-02-13,"CRC",3268
"1036",2019-02-14,"CRC",3158
"1037",2019-02-15,"CRC",3074
"1038",2019-02-16,"CRC",1680
"1039",2019-02-17,"CRC",2
"1040",2019-02-18,"CRC",3383
"1041",2019-02-19,"CRC",3649
"1042",2019-02-20,"CRC",3231
"1043",2019-02-21,"CRC",3193
"1044",2019-02-22,"CRC",3122
"1045",2019-02-23,"CRC",1542
"1046",2019-02-25,"CRC",3711
"1047",2019-02-26,"CRC",3256
"1048",2019-02-27,"CRC",3135
"1049",2019-02-28,"CRC",3111
"1050",2019-03-01,"CRC",3435
"1051",2019-03-02,"CRC",1584
"1052",2019-03-04,"CRC",3926
"1053",2019-03-05,"CRC",3451
"1054",2019-03-06,"CRC",3517
"1055",2019-03-07,"CRC",3362
"1056",2019-03-08,"CRC",3472
"1057",2019-03-09,"CRC",1478
"1058",2019-03-11,"CRC",4063
"1059",2019-03-12,"CRC",3300
"1060",2019-03-13,"CRC",3178
"1061",2019-03-14,"CRC",3394
"1062",2019-03-15,"CRC",3340
"1063",2019-03-16,"CRC",1718
"1064",2019-03-18,"CRC",3994
"1065",2019-03-19,"CRC",3344
"1066",2019-03-20,"CRC",3071
"1067",2019-03-21,"CRC",2887
"1068",2019-03-22,"CRC",2988
"1069",2019-03-23,"CRC",1558
"1070",2019-03-26,"CRC",3598
"1071",2019-03-27,"CRC",3411
"1072",2019-03-28,"CRC",3092
"1073",2019-03-29,"CRC",3000
"1074",2019-03-30,"CRC",1659
"1075",2019-03-31,"CRC",4
"1076",2019-04-01,"CRC",3961
"1077",2019-04-02,"CRC",3657
"1078",2019-04-03,"CRC",3473
"1079",2019-04-04,"CRC",3423
"1080",2019-04-05,"CRC",3380
"1081",2019-04-06,"CRC",1589
"1082",2019-04-07,"CRC",3
"1083",2019-04-08,"CRC",4012
"1084",2019-04-09,"CRC",3821
"1085",2019-04-10,"CRC",3417
"1086",2019-04-11,"CRC",3485
"1087",2019-04-12,"CRC",3585
"1088",2019-04-13,"CRC",1643
"1089",2019-04-15,"CRC",3774
"1090",2019-04-16,"CRC",3285
"1091",2019-04-17,"CRC",2514
"1092",2019-04-20,"CRC",77
"1093",2019-04-22,"CRC",4370
"1094",2019-04-23,"CRC",3730
"1095",2019-04-24,"CRC",3465
"1096",2019-04-25,"CRC",2898
"1097",2019-04-26,"CRC",3196
"1098",2019-04-27,"CRC",1550
"1099",2019-04-29,"CRC",3856
"1100",2019-04-30,"CRC",3204
"1101",2019-05-02,"CRC",3745
"1102",2019-05-03,"CRC",3670
"1103",2019-05-04,"CRC",1798
"1104",2019-05-06,"CRC",4218
"1105",2019-05-07,"CRC",3600
"1106",2019-05-08,"CRC",3332
"1107",2019-05-09,"CRC",3045
"1108",2019-05-10,"CRC",3018
"1109",2019-05-11,"CRC",1488
"1110",2019-05-13,"CRC",3526
"1111",2019-05-14,"CRC",3240
"1112",2019-05-15,"CRC",3020
"1113",2019-05-16,"CRC",3187
"1114",2019-05-17,"CRC",3294
"1115",2019-05-18,"CRC",1553
"1116",2019-05-20,"CRC",3743
"1117",2019-05-21,"CRC",3551
"1118",2019-05-22,"CRC",3079
"1119",2019-05-23,"CRC",2884
"1120",2019-05-24,"CRC",3024
"1121",2019-05-25,"CRC",1491
"1122",2019-05-26,"CRC",1
"1123",2019-05-27,"CRC",3794
"1124",2019-05-28,"CRC",3465
"1125",2019-05-29,"CRC",2999
"1126",2019-05-30,"CRC",3066
"1127",2019-05-31,"CRC",3276
"1128",2019-06-01,"CRC",1719
"1129",2019-06-04,"CRC",4637
"1130",2019-06-05,"CRC",4075
"1131",2019-06-06,"CRC",3697
"1132",2019-06-07,"CRC",3458
"1133",2019-06-08,"CRC",1762
"1134",2019-06-09,"CRC",3
"1135",2019-06-10,"CRC",4504
"1136",2019-06-11,"CRC",3969
"1137",2019-06-12,"CRC",3851
"1138",2019-06-13,"CRC",3400
"1139",2019-06-14,"CRC",3384
"1140",2019-06-15,"CRC",1758
"1141",2019-06-17,"CRC",4530
"1142",2019-06-18,"CRC",4156
"1143",2019-06-19,"CRC",3811
"1144",2019-06-20,"CRC",3688
"1145",2019-06-21,"CRC",3721
"1146",2019-06-22,"CRC",1638
"1147",2019-06-23,"CRC",1
"1148",2019-06-25,"CRC",4517
"1149",2019-06-26,"CRC",4118
"1150",2019-06-27,"CRC",4015
"1151",2019-06-28,"CRC",3731
"1152",2019-06-29,"CRC",1646
"1153",2019-07-02,"CRC",4794
"1154",2019-07-03,"CRC",4568
"1155",2019-07-04,"CRC",4386
"1156",2019-07-05,"CRC",4196
"1157",2019-07-06,"CRC",2081
"1158",2019-07-08,"CRC",5011
"1159",2019-07-09,"CRC",4538
"1160",2019-07-10,"CRC",4227
"1161",2019-07-11,"CRC",4119
"1162",2019-07-12,"CRC",4059
"1163",2019-07-13,"CRC",1851
"1164",2019-07-15,"CRC",4544
"1165",2019-07-16,"CRC",4301
"1166",2019-07-17,"CRC",4137
"1167",2019-07-18,"CRC",3898
"1168",2019-07-19,"CRC",3788
"1169",2019-07-20,"CRC",2
"1170",2019-07-22,"CRC",4667
"1171",2019-07-23,"CRC",4023
"1172",2019-07-24,"CRC",3896
"1173",2019-07-25,"CRC",3793
"1174",2019-07-26,"CRC",3583
"1175",2019-07-27,"CRC",1979
"1176",2019-07-29,"CRC",4520
"1177",2019-07-30,"CRC",3948
"1178",2019-07-31,"CRC",3583
"1179",2019-08-01,"CRC",4011
"1180",2019-08-02,"CRC",4109
"1181",2019-08-03,"CRC",1883
"1182",2019-08-05,"CRC",4723
"1183",2019-08-06,"CRC",4345
"1184",2019-08-08,"CRC",4585
"1185",2019-08-09,"CRC",3840
"1186",2019-08-10,"CRC",1774
"1187",2019-08-12,"CRC",4456
"1188",2019-08-13,"CRC",4036
"1189",2019-08-14,"CRC",3685
"1190",2019-08-15,"CRC",3613
"1191",2019-08-16,"CRC",3604
"1192",2019-08-17,"CRC",1661
"1193",2019-08-20,"CRC",4367
"1194",2019-08-21,"CRC",4206
"1195",2019-08-22,"CRC",4132
"1196",2019-08-23,"CRC",3728
"1197",2019-08-24,"CRC",1812
"1198",2019-08-26,"CRC",4370
"1199",2019-08-27,"CRC",4145
"1200",2019-08-28,"CRC",3707
"1201",2019-08-29,"CRC",3580
"1202",2019-08-30,"CRC",3505
"1203",2019-08-31,"CRC",1927
"1204",2019-09-02,"CRC",4401
"1205",2019-09-03,"CRC",4207
"1206",2019-09-04,"CRC",3831
"1207",2019-09-05,"CRC",3965
"1208",2019-09-06,"CRC",3720
"1209",2019-09-07,"CRC",1940
"1210",2019-09-09,"CRC",4407
"1211",2019-09-10,"CRC",4206
"1212",2019-09-11,"CRC",3944
"1213",2019-09-12,"CRC",3789
"1214",2019-09-13,"CRC",3562
"1215",2019-09-14,"CRC",1841
"1216",2019-09-16,"CRC",4400
"1217",2019-09-17,"CRC",4036
"1218",2019-09-18,"CRC",3759
"1219",2019-09-19,"CRC",3618
"1220",2019-09-20,"CRC",3457
"1221",2019-09-21,"CRC",1690
"1222",2019-09-23,"CRC",4088
"1223",2019-09-24,"CRC",3761
"1224",2019-09-25,"CRC",3427
"1225",2019-09-26,"CRC",3593
"1226",2019-09-27,"CRC",3493
"1227",2019-09-28,"CRC",1621
"1228",2019-09-30,"CRC",4210
"1229",2019-10-01,"CRC",4018
"1230",2019-10-02,"CRC",3829
"1231",2019-10-03,"CRC",3557
"1232",2019-10-04,"CRC",3852
"1233",2019-10-05,"CRC",1725
"1234",2019-10-07,"CRC",4748
"1235",2019-10-08,"CRC",4358
"1236",2019-10-09,"CRC",4041
"1237",2019-10-10,"CRC",3857
"1238",2019-10-11,"CRC",3885
"1239",2019-10-12,"CRC",1686
"1240",2019-10-15,"CRC",4331
"1241",2019-10-16,"CRC",4262
"1242",2019-10-17,"CRC",4176
"1243",2019-10-18,"CRC",3946
"1244",2019-10-19,"CRC",1924
"1245",2019-10-21,"CRC",4578
"1246",2019-10-22,"CRC",4041
"1247",2019-10-23,"CRC",3739
"1248",2019-10-24,"CRC",3755
"1249",2019-10-25,"CRC",3544
"1250",2019-10-26,"CRC",1907
"1251",2019-10-28,"CRC",4192
"1252",2019-10-29,"CRC",4171
"1253",2019-10-30,"CRC",3937
"1254",2019-10-31,"CRC",3238
"1255",2019-11-01,"CRC",3872
"1256",2019-11-02,"CRC",1768
"1257",2019-11-05,"CRC",4538
"1258",2019-11-06,"CRC",4471
"1259",2019-11-07,"CRC",4434
"1260",2019-11-08,"CRC",4296
"1261",2019-11-09,"CRC",1814
"1262",2019-11-12,"CRC",4839
"1263",2019-11-13,"CRC",4265
"1264",2019-11-14,"CRC",3846
"1265",2019-11-15,"CRC",3698
"1266",2019-11-16,"CRC",2404
"1267",2019-11-18,"CRC",5061
"1268",2019-11-19,"CRC",4201
"1269",2019-11-20,"CRC",4062
"1270",2019-11-21,"CRC",1793
"1271",2019-11-22,"CRC",3408
"1272",2019-11-23,"CRC",1461
"1273",2019-11-25,"CRC",4664
"1274",2019-11-26,"CRC",4449
"1275",2019-11-27,"CRC",3617
"1276",2019-11-28,"CRC",3958
"1277",2019-11-29,"CRC",3924
"1278",2019-11-30,"CRC",1890
"1279",2019-12-01,"CRC",2
"1280",2019-12-02,"CRC",4961
"1281",2019-12-03,"CRC",4773
"1282",2019-12-04,"CRC",4051
"1283",2019-12-05,"CRC",4351
"1284",2019-12-06,"CRC",4384
"1285",2019-12-07,"CRC",1911
"1286",2019-12-09,"CRC",5235
"1287",2019-12-10,"CRC",4795
"1288",2019-12-11,"CRC",4416
"1289",2019-12-12,"CRC",4497
"1290",2019-12-13,"CRC",4252
"1291",2019-12-14,"CRC",1956
"1292",2019-12-16,"CRC",5479
"1293",2019-12-17,"CRC",4938
"1294",2019-12-18,"CRC",4714
"1295",2019-12-19,"CRC",4703
"1296",2019-12-20,"CRC",4555
"1297",2019-12-21,"CRC",1998
"1298",2019-12-23,"CRC",5176
"1299",2019-12-24,"CRC",1677
"1300",2019-12-26,"CRC",5003
"1301",2019-12-27,"CRC",5322
"1302",2019-12-28,"CRC",2233
"1303",2019-12-30,"CRC",5098
"1304",2019-12-31,"CRC",452
"1305",2020-01-01,"CRC",1
"1306",2020-01-02,"CRC",2603
"1307",2020-01-03,"CRC",3450
"1308",2020-01-04,"CRC",1446
"1309",2020-01-07,"CRC",5251
"1310",2020-01-08,"CRC",4910
"1311",2020-01-09,"CRC",4936
"1312",2020-01-10,"CRC",4744
"1313",2020-01-11,"CRC",2167
"1314",2020-01-13,"CRC",5549
"1315",2020-01-14,"CRC",5185
"1316",2020-01-15,"CRC",4964
"1317",2020-01-16,"CRC",4850
"1318",2020-01-17,"CRC",4763
"1319",2020-01-18,"CRC",2304
"1320",2020-01-19,"CRC",2
"1321",2020-01-20,"CRC",5345
"1322",2020-01-21,"CRC",4722
"1323",2020-01-22,"CRC",4147
"1324",2020-01-23,"CRC",4241
"1325",2020-01-24,"CRC",4173
"1326",2020-01-25,"CRC",2176
"1327",2020-01-26,"CRC",1
"1328",2020-01-27,"CRC",4895
"1329",2020-01-28,"CRC",4449
"1330",2020-01-29,"CRC",4320
"1331",2020-01-30,"CRC",3923
"1332",2020-01-31,"CRC",4116
"1333",2020-02-01,"CRC",2056
"1334",2020-02-03,"CRC",5037
"1335",2020-02-04,"CRC",4380
"1336",2020-02-05,"CRC",4327
"1337",2020-02-06,"CRC",4240
"1338",2020-02-07,"CRC",4008
"1339",2020-02-08,"CRC",2224
"1340",2020-02-10,"CRC",5151
"1341",2020-02-11,"CRC",4166
"1342",2020-02-12,"CRC",4073
"1343",2020-02-13,"CRC",4068
"1344",2020-02-14,"CRC",3517
"1345",2020-02-15,"CRC",2033
"1346",2020-02-17,"CRC",4597
"1347",2020-02-18,"CRC",4187
"1348",2020-02-19,"CRC",3817
"1349",2020-02-20,"CRC",3700
"1350",2020-02-21,"CRC",3737
"1351",2020-02-22,"CRC",1802
"1352",2020-02-24,"CRC",4137
"1353",2020-02-25,"CRC",3634
"1354",2020-02-26,"CRC",3584
"1355",2020-02-27,"CRC",3452
"1356",2020-02-28,"CRC",3723
"1357",2020-02-29,"CRC",1985
"1358",2020-03-02,"CRC",4819
"1359",2020-03-03,"CRC",4401
"1360",2020-03-04,"CRC",3888
"1361",2020-03-05,"CRC",3938
"1362",2020-03-06,"CRC",4070
"1363",2020-03-07,"CRC",2068
"1364",2020-03-09,"CRC",4542
"1365",2020-03-10,"CRC",4238
"1366",2020-03-11,"CRC",3900
"1367",2020-03-12,"CRC",3562
"1368",2020-03-13,"CRC",3586
"1369",2020-03-14,"CRC",1839
"1370",2020-03-16,"CRC",3850
"1371",2020-03-17,"CRC",3267
"1372",2020-03-18,"CRC",2450
"1373",2020-03-19,"CRC",1978
"1374",2020-03-20,"CRC",952
"1375",2020-03-21,"CRC",34
"1376",2020-03-24,"CRC",48
"1377",2020-03-25,"CRC",8
"1378",2020-03-26,"CRC",14
"1379",2020-03-28,"CRC",2
"1380",2020-04-17,"CRC",1
"1381",2020-04-18,"CRC",2
"1382",2020-04-19,"CRC",3
"1383",2020-04-24,"CRC",1
"1384",2020-05-15,"CRC",7
"1385",2020-05-25,"CRC",26
"1386",2020-05-26,"CRC",1
"1387",2020-05-29,"CRC",2
"1388",2020-05-30,"CRC",1
"1389",2020-06-01,"CRC",226
"1390",2020-06-02,"CRC",524
"1391",2020-06-03,"CRC",850
"1392",2020-06-04,"CRC",1069
"1393",2020-06-05,"CRC",1287
"1394",2020-06-06,"CRC",602
"1395",2020-06-08,"CRC",2001
"1396",2020-06-09,"CRC",2230
"1397",2020-06-10,"CRC",2397
"1398",2020-06-11,"CRC",2570
"1399",2020-06-12,"CRC",2490
"1400",2020-06-13,"CRC",1162
"1401",2020-06-14,"CRC",1
"1402",2020-06-15,"CRC",37
"1403",2020-06-16,"CRC",2965
"1404",2020-06-17,"CRC",3313
"1405",2020-06-18,"CRC",3436
"1406",2020-06-19,"CRC",3012
"1407",2020-06-20,"CRC",1649
"1408",2020-06-22,"CRC",17
"1409",2020-06-23,"CRC",3742
"1410",2020-06-24,"CRC",4039
"1411",2020-06-25,"CRC",4369
"1412",2020-06-26,"CRC",4337
"1413",2020-06-27,"CRC",2085
"1414",2020-06-28,"CRC",3
"1415",2020-06-29,"CRC",15
"1416",2020-06-30,"CRC",4719
"1417",2020-07-01,"CRC",4991
"1418",2020-07-02,"CRC",5085
"1419",2020-07-03,"CRC",4353
"1420",2020-07-04,"CRC",2098
"1421",2020-07-05,"CRC",7
"1422",2020-07-06,"CRC",4348
"1423",2020-07-07,"CRC",4812
"1424",2020-07-08,"CRC",4558
"1425",2020-07-09,"CRC",4385
"1426",2020-07-10,"CRC",4335
"1427",2020-07-11,"CRC",1934
"1428",2020-07-13,"CRC",4223
"1429",2020-07-14,"CRC",4751
"1430",2020-07-15,"CRC",4437
"1431",2020-07-16,"CRC",4081
"1432",2020-07-17,"CRC",3686
"1433",2020-07-18,"CRC",1408
"1434",2020-07-21,"CRC",4128
"1435",2020-07-22,"CRC",4451
"1436",2020-07-23,"CRC",3849
"1437",2020-07-24,"CRC",3133
"1438",2020-07-25,"CRC",1107
"1439",2020-07-27,"CRC",3904
"1440",2020-07-28,"CRC",3871
"1441",2020-07-29,"CRC",3834
"1442",2020-07-30,"CRC",3718
"1443",2020-07-31,"CRC",3007
"1444",2020-08-01,"CRC",1097
