"","Fecha","campaign_id","Cantidad_llamadas"
"925",2019-04-17,10008,37
"926",2019-04-19,10008,7
"927",2019-04-20,10008,3
"928",2019-04-22,10008,50
"929",2019-04-23,10008,37
"930",2019-04-24,10008,60
"931",2019-04-25,10008,25
"932",2019-04-26,10008,20
"933",2019-04-27,10008,3
"934",2019-04-29,10008,29
"935",2019-04-30,10008,25
"936",2019-05-02,10008,15
"937",2019-05-03,10008,16
"938",2019-05-04,10008,1
"939",2019-05-06,10008,30
"940",2019-05-07,10008,36
"941",2019-05-08,10008,33
"942",2019-05-09,10008,30
"943",2019-05-10,10008,20
"944",2019-05-11,10008,1
"945",2019-05-13,10008,34
"946",2019-05-14,10008,26
"947",2019-05-15,10008,24
"948",2019-05-16,10008,23
"949",2019-05-17,10008,21
"950",2019-05-18,10008,2
"951",2019-05-20,10008,27
"952",2019-05-21,10008,33
"953",2019-05-22,10008,24
"954",2019-05-23,10008,42
"955",2019-05-24,10008,17
"956",2019-05-25,10008,2
"957",2019-05-27,10008,17
"958",2019-05-28,10008,22
"959",2019-05-29,10008,22
"960",2019-05-30,10008,20
"961",2019-05-31,10008,16
"962",2019-06-01,10008,2
"963",2019-06-04,10008,36
"964",2019-06-05,10008,16
"965",2019-06-06,10008,17
"966",2019-06-07,10008,9
"967",2019-06-08,10008,2
"968",2019-06-10,10008,15
"969",2019-06-11,10008,16
"970",2019-06-12,10008,23
"971",2019-06-13,10008,24
"972",2019-06-14,10008,13
"973",2019-06-15,10008,4
"974",2019-06-17,10008,22
"975",2019-06-18,10008,21
"976",2019-06-19,10008,19
"977",2019-06-20,10008,23
"978",2019-06-21,10008,13
"979",2019-06-22,10008,2
"980",2019-06-25,10008,32
"981",2019-06-26,10008,23
"982",2019-06-27,10008,20
"983",2019-06-28,10008,16
"984",2019-06-29,10008,2
"985",2019-07-02,10008,27
"986",2019-07-03,10008,35
"987",2019-07-04,10008,21
"988",2019-07-05,10008,18
"989",2019-07-06,10008,2
"990",2019-07-08,10008,33
"991",2019-07-09,10008,29
"992",2019-07-10,10008,29
"993",2019-07-11,10008,20
"994",2019-07-12,10008,26
"995",2019-07-13,10008,1
"996",2019-07-15,10008,33
"997",2019-07-16,10008,20
"998",2019-07-17,10008,27
"999",2019-07-18,10008,17
"1000",2019-07-19,10008,22
"1001",2019-07-22,10008,26
"1002",2019-07-23,10008,31
"1003",2019-07-24,10008,20
"1004",2019-07-25,10008,25
"1005",2019-07-26,10008,13
"1006",2019-07-27,10008,2
"1007",2019-07-29,10008,30
"1008",2019-07-30,10008,24
"1009",2019-07-31,10008,21
"1010",2019-08-01,10008,29
"1011",2019-08-02,10008,22
"1012",2019-08-03,10008,4
"1013",2019-08-05,10008,14
"1014",2019-08-06,10008,14
"1015",2019-08-08,10008,18
"1016",2019-08-09,10008,17
"1017",2019-08-10,10008,4
"1018",2019-08-12,10008,20
"1019",2019-08-13,10008,15
"1020",2019-08-14,10008,20
"1021",2019-08-15,10008,16
"1022",2019-08-16,10008,30
"1023",2019-08-17,10008,1
"1024",2019-08-20,10008,11
"1025",2019-08-21,10008,17
"1026",2019-08-22,10008,14
"1027",2019-08-23,10008,13
"1028",2019-08-24,10008,3
"1029",2019-08-26,10008,29
"1030",2019-08-27,10008,15
"1031",2019-08-28,10008,24
"1032",2019-08-29,10008,18
"1033",2019-08-30,10008,23
"1034",2019-08-31,10008,2
"1035",2019-09-02,10008,23
"1036",2019-09-03,10008,20
"1037",2019-09-04,10008,18
"1038",2019-09-05,10008,43
"1039",2019-09-06,10008,13
"1040",2019-09-07,10008,3
"1041",2019-09-09,10008,24
"1042",2019-09-10,10008,16
"1043",2019-09-11,10008,25
"1044",2019-09-12,10008,7
"1045",2019-09-13,10008,4
"1046",2019-09-14,10008,1
"1047",2019-09-16,10008,29
"1048",2019-09-17,10008,26
"1049",2019-09-18,10008,18
"1050",2019-09-19,10008,27
"1051",2019-09-20,10008,11
"1052",2019-09-21,10008,5
"1053",2019-09-23,10008,10
"1054",2019-09-24,10008,7
"1055",2019-09-25,10008,11
"1056",2019-11-13,10008,9
"1057",2019-11-27,10008,2
"1058",2019-11-28,10008,12
"1059",2019-11-29,10008,21
"1060",2019-11-30,10008,3
"1061",2019-12-02,10008,23
"1062",2019-12-03,10008,50
"1063",2019-12-04,10008,26
"1064",2019-12-05,10008,21
"1065",2019-12-06,10008,17
"1066",2019-12-07,10008,5
"1067",2019-12-09,10008,26
"1068",2019-12-10,10008,32
"1069",2019-12-11,10008,17
"1070",2019-12-12,10008,29
"1071",2019-12-13,10008,25
"1072",2019-12-14,10008,8
"1073",2019-12-16,10008,52
"1074",2019-12-17,10008,28
"1075",2019-12-18,10008,37
"1076",2019-12-19,10008,28
"1077",2019-12-20,10008,16
"1078",2019-12-23,10008,27
"1079",2019-12-24,10008,20
"1080",2019-12-26,10008,37
"1081",2019-12-27,10008,24
"1082",2019-12-28,10008,7
"1083",2019-12-30,10008,16
"1084",2019-12-31,10008,16
"1085",2020-01-02,10008,3
"1086",2020-01-03,10008,13
"1087",2020-01-04,10008,2
"1088",2020-01-07,10008,53
"1089",2020-01-08,10008,19
"1090",2020-01-09,10008,19
"1091",2020-01-10,10008,8
"1092",2020-01-11,10008,2
"1093",2020-01-13,10008,16
"1094",2020-01-14,10008,12
"1095",2020-01-15,10008,2
"1096",2020-01-16,10008,18
"1097",2020-01-17,10008,8
"1098",2020-01-18,10008,2
"1099",2020-01-20,10008,19
"1100",2020-01-21,10008,15
"1101",2020-01-22,10008,17
"1102",2020-01-23,10008,13
"1103",2020-01-24,10008,7
"1104",2020-01-27,10008,1
"1105",2020-01-28,10008,3
"1106",2020-01-30,10008,1
"1107",2020-01-31,10008,18
"1108",2020-02-03,10008,19
"1109",2020-02-04,10008,14
"1110",2020-02-05,10008,22
"1111",2020-02-06,10008,11
"1112",2020-02-07,10008,15
"1113",2020-02-12,10008,4
"1114",2020-02-13,10008,8
"1115",2020-02-14,10008,2
"1116",2020-02-17,10008,27
"1117",2020-02-18,10008,19
"1118",2020-02-19,10008,8
"1119",2020-02-20,10008,9
"1120",2020-02-21,10008,1
"1121",2020-02-22,10008,1
"1122",2020-02-24,10008,15
"1123",2020-02-25,10008,9
"1124",2020-02-26,10008,13
"1125",2020-02-27,10008,3
"1126",2020-02-28,10008,4
"1127",2020-03-02,10008,10
"1128",2020-03-03,10008,6
"1129",2020-03-04,10008,9
"1130",2020-03-05,10008,12
"1131",2020-03-06,10008,12
"1132",2020-03-07,10008,3
"1133",2020-03-09,10008,16
"1134",2020-03-10,10008,11
"1135",2020-03-11,10008,5
"1136",2020-03-12,10008,4
"1137",2020-03-13,10008,6
"1138",2020-03-14,10008,2
"1139",2020-03-16,10008,35
"1140",2020-03-17,10008,46
"1141",2020-03-18,10008,49
"1142",2020-03-19,10008,82
"1143",2020-03-20,10008,75
"1144",2020-03-21,10008,10
"1145",2020-03-24,10008,71
"1146",2020-03-25,10008,94
"1147",2020-03-26,10008,80
"1148",2020-03-27,10008,59
"1149",2020-03-28,10008,26
"1150",2020-03-30,10008,100
"1151",2020-03-31,10008,72
"1152",2020-04-01,10008,69
"1153",2020-04-02,10008,91
"1154",2020-04-03,10008,96
"1155",2020-04-04,10008,17
"1156",2020-04-06,10008,144
"1157",2020-04-07,10008,85
"1158",2020-04-08,10008,54
"1159",2020-04-11,10008,13
"1160",2020-04-13,10008,108
"1161",2020-04-14,10008,98
"1162",2020-04-15,10008,58
"1163",2020-04-16,10008,91
"1164",2020-04-17,10008,126
"1165",2020-04-18,10008,25
"1166",2020-04-19,10008,2
"1167",2020-04-20,10008,64
"1168",2020-04-21,10008,129
"1169",2020-04-22,10008,48
"1170",2020-04-23,10008,86
"1171",2020-04-24,10008,122
"1172",2020-04-25,10008,35
"1173",2020-04-27,10008,45
"1174",2020-04-28,10008,62
"1175",2020-04-29,10008,61
"1176",2020-04-30,10008,87
"1177",2020-05-02,10008,41
"1178",2020-05-04,10008,73
"1179",2020-05-05,10008,125
"1180",2020-05-06,10008,41
"1181",2020-05-07,10008,41
"1182",2020-05-08,10008,106
"1183",2020-05-09,10008,7
"1184",2020-05-11,10008,77
"1185",2020-05-12,10008,59
"1186",2020-05-13,10008,90
"1187",2020-05-14,10008,58
"1188",2020-05-15,10008,37
"1189",2020-05-16,10008,57
"1190",2020-05-18,10008,55
"1191",2020-05-19,10008,51
"1192",2020-05-20,10008,58
"1193",2020-05-21,10008,46
"1194",2020-05-22,10008,61
"1195",2020-05-23,10008,22
"1196",2020-05-26,10008,49
"1197",2020-05-27,10008,54
"1198",2020-05-28,10008,44
"1199",2020-05-29,10008,71
"1200",2020-05-30,10008,23
"1201",2020-05-31,10008,3
"1202",2020-06-01,10008,80
"1203",2020-06-02,10008,64
"1204",2020-06-03,10008,51
"1205",2020-06-04,10008,68
"1206",2020-06-05,10008,40
"1207",2020-06-06,10008,18
"1208",2020-06-08,10008,40
"1209",2020-06-09,10008,37
"1210",2020-06-10,10008,28
"1211",2020-06-11,10008,35
"1212",2020-06-12,10008,25
"1213",2020-06-13,10008,16
"1214",2020-06-16,10008,51
"1215",2020-06-17,10008,39
"1216",2020-06-18,10008,41
"1217",2020-06-19,10008,50
"1218",2020-06-20,10008,12
"1219",2020-06-21,10008,2
"1220",2020-06-23,10008,64
"1221",2020-06-24,10008,87
"1222",2020-06-25,10008,51
"1223",2020-06-26,10008,39
"1224",2020-06-27,10008,20
"1225",2020-06-30,10008,65
"1226",2020-07-01,10008,56
"1227",2020-07-02,10008,42
"1228",2020-07-03,10008,28
"1229",2020-07-04,10008,2
"1230",2020-07-06,10008,32
"1231",2020-07-07,10008,30
"1232",2020-07-08,10008,32
"1233",2020-07-09,10008,43
"1234",2020-07-10,10008,33
"1235",2020-07-11,10008,7
"1236",2020-07-13,10008,32
"1237",2020-07-14,10008,29
"1238",2020-07-15,10008,31
"1239",2020-07-16,10008,50
"1240",2020-07-17,10008,34
"1241",2020-07-18,10008,7
"1242",2020-07-21,10008,53
"1243",2020-07-22,10008,60
"1244",2020-07-23,10008,25
"1245",2020-07-24,10008,21
"1246",2020-07-25,10008,23
"1247",2020-07-27,10008,47
"1248",2020-07-28,10008,22
"1249",2020-07-29,10008,25
"1250",2020-07-30,10008,66
"1251",2020-07-31,10008,43
"1252",2020-08-01,10008,6
"1253",2020-08-03,10008,45
"1254",2020-08-04,10008,23
"1255",2020-08-05,10008,27
"1256",2020-08-06,10008,26
"1257",2020-08-08,10008,3
"1258",2020-08-10,10008,52
"1259",2020-08-11,10008,40
"1260",2020-08-12,10008,26
"1261",2020-08-13,10008,27
"1262",2020-08-14,10008,31
"1263",2020-08-15,10008,13
"1264",2020-08-18,10008,45
"1265",2020-08-19,10008,86
"1266",2020-08-20,10008,35
"1267",2020-08-21,10008,30
"1268",2020-08-22,10008,15
"1269",2020-08-24,10008,36
"1270",2020-08-25,10008,70
"1271",2020-08-26,10008,45
"1272",2020-08-27,10008,74
"1273",2020-08-28,10008,1
"1274",2019-01-02,10009,454
"1275",2019-01-03,10009,386
"1276",2019-01-04,10009,383
"1277",2019-01-05,10009,126
"1278",2019-01-08,10009,499
"1279",2019-01-09,10009,463
"1280",2019-01-10,10009,331
"1281",2019-01-11,10009,355
"1282",2019-01-12,10009,115
"1283",2019-01-14,10009,440
"1284",2019-01-15,10009,450
"1285",2019-01-16,10009,482
"1286",2019-01-17,10009,432
"1287",2019-01-18,10009,421
"1288",2019-01-19,10009,98
"1289",2019-01-21,10009,349
"1290",2019-01-22,10009,291
"1291",2019-01-23,10009,425
"1292",2019-01-24,10009,386
"1293",2019-01-25,10009,378
"1294",2019-01-26,10009,151
"1295",2019-01-28,10009,466
"1296",2019-01-29,10009,432
"1297",2019-01-30,10009,384
"1298",2019-01-31,10009,410
"1299",2019-02-01,10009,334
"1300",2019-02-02,10009,98
"1301",2019-02-04,10009,500
"1302",2019-02-05,10009,402
"1303",2019-02-06,10009,367
"1304",2019-02-07,10009,367
"1305",2019-02-08,10009,408
"1306",2019-02-09,10009,107
"1307",2019-02-11,10009,391
"1308",2019-02-12,10009,352
"1309",2019-02-13,10009,412
"1310",2019-02-14,10009,382
"1311",2019-02-15,10009,338
"1312",2019-02-16,10009,132
"1313",2019-02-18,10009,422
"1314",2019-02-19,10009,436
"1315",2019-02-20,10009,302
"1316",2019-02-21,10009,397
"1317",2019-02-22,10009,337
"1318",2019-02-23,10009,97
"1319",2019-02-25,10009,384
"1320",2019-02-26,10009,391
"1321",2019-02-27,10009,493
"1322",2019-02-28,10009,404
"1323",2019-03-01,10009,370
"1324",2019-03-02,10009,117
"1325",2019-03-04,10009,384
"1326",2019-03-05,10009,352
"1327",2019-03-06,10009,376
"1328",2019-03-07,10009,372
"1329",2019-03-08,10009,401
"1330",2019-03-09,10009,121
"1331",2019-03-11,10009,352
"1332",2019-03-12,10009,372
"1333",2019-03-13,10009,390
"1334",2019-03-14,10009,389
"1335",2019-03-15,10009,346
"1336",2019-03-16,10009,91
"1337",2019-03-18,10009,401
"1338",2019-03-19,10009,436
"1339",2019-03-20,10009,310
"1340",2019-03-21,10009,304
"1341",2019-03-22,10009,426
"1342",2019-03-23,10009,89
"1343",2019-03-26,10009,329
"1344",2019-03-27,10009,380
"1345",2019-03-28,10009,381
"1346",2019-03-29,10009,285
"1347",2019-03-30,10009,81
"1348",2019-04-01,10009,394
"1349",2019-04-02,10009,355
"1350",2019-04-03,10009,326
"1351",2019-04-04,10009,310
"1352",2019-04-05,10009,311
"1353",2019-04-06,10009,98
"1354",2019-04-08,10009,525
"1355",2019-04-09,10009,488
"1356",2019-04-10,10009,336
"1357",2019-04-11,10009,336
"1358",2019-04-12,10009,324
"1359",2019-04-13,10009,104
"1360",2019-04-15,10009,340
"1361",2019-04-16,10009,338
"1362",2019-04-17,10009,318
"1363",2019-04-20,10009,72
"1364",2019-04-22,10009,460
"1365",2019-04-23,10009,441
"1366",2019-04-24,10009,371
"1367",2019-04-25,10009,404
"1368",2019-04-26,10009,404
"1369",2019-04-27,10009,95
"1370",2019-04-29,10009,415
"1371",2019-04-30,10009,349
"1372",2019-05-02,10009,374
"1373",2019-05-03,10009,281
"1374",2019-05-04,10009,46
"1375",2019-05-06,10009,344
"1376",2019-05-07,10009,272
"1377",2019-05-08,10009,263
"1378",2019-05-09,10009,215
"1379",2019-05-10,10009,160
"1380",2019-05-11,10009,74
"1381",2019-05-13,10009,227
"1382",2019-05-14,10009,269
"1383",2019-05-15,10009,209
"1384",2019-05-16,10009,235
"1385",2019-05-17,10009,267
"1386",2019-05-18,10009,81
"1387",2019-05-20,10009,266
"1388",2019-05-21,10009,261
"1389",2019-05-22,10009,251
"1390",2019-05-23,10009,278
"1391",2019-05-24,10009,194
"1392",2019-05-25,10009,115
"1393",2019-05-26,10009,16
"1394",2019-05-27,10009,313
"1395",2019-05-28,10009,260
"1396",2019-05-29,10009,274
"1397",2019-05-30,10009,251
"1398",2019-05-31,10009,257
"1399",2019-06-01,10009,50
"1400",2019-06-02,10009,2
"1401",2019-06-03,10009,1
"1402",2019-06-04,10009,163
"1403",2019-06-05,10009,233
"1404",2019-06-06,10009,300
"1405",2019-06-07,10009,203
"1406",2019-06-08,10009,191
"1407",2019-06-09,10009,2
"1408",2019-06-10,10009,207
"1409",2019-06-11,10009,252
"1410",2019-06-12,10009,197
"1411",2019-06-13,10009,185
"1412",2019-06-14,10009,212
"1413",2019-06-17,10009,183
"1414",2019-06-18,10009,189
"1415",2019-06-19,10009,186
"1416",2019-06-20,10009,157
"1417",2019-06-21,10009,162
"1418",2019-06-22,10009,120
"1419",2019-06-24,10009,6
"1420",2019-06-25,10009,185
"1421",2019-06-26,10009,167
"1422",2019-06-27,10009,158
"1423",2019-06-28,10009,142
"1424",2019-06-29,10009,126
"1425",2019-06-30,10009,33
"1426",2019-07-01,10009,13
"1427",2019-07-02,10009,227
"1428",2019-07-03,10009,160
"1429",2019-07-04,10009,180
"1430",2019-07-05,10009,216
"1431",2019-07-06,10009,91
"1432",2019-07-07,10009,10
"1433",2019-07-08,10009,215
"1434",2019-07-09,10009,203
"1435",2019-07-10,10009,250
"1436",2019-07-11,10009,201
"1437",2019-07-12,10009,207
"1438",2019-07-13,10009,96
"1439",2019-07-15,10009,216
"1440",2019-07-16,10009,169
"1441",2019-07-17,10009,271
"1442",2019-07-18,10009,201
"1443",2019-07-19,10009,215
"1444",2019-07-20,10009,15
"1445",2019-07-21,10009,7
"1446",2019-07-22,10009,239
"1447",2019-07-23,10009,218
"1448",2019-07-24,10009,191
"1449",2019-07-25,10009,151
"1450",2019-07-26,10009,235
"1451",2019-07-27,10009,24
"1452",2019-07-29,10009,168
"1453",2019-07-30,10009,154
"1454",2019-07-31,10009,172
"1455",2019-08-01,10009,267
"1456",2019-08-02,10009,285
"1457",2019-08-03,10009,132
"1458",2019-08-04,10009,3
"1459",2019-08-05,10009,228
"1460",2019-08-06,10009,259
"1461",2019-08-07,10009,14
"1462",2019-08-08,10009,59
"1463",2019-08-09,10009,111
"1464",2019-08-10,10009,78
"1465",2019-08-12,10009,117
"1466",2019-08-13,10009,157
"1467",2019-08-14,10009,143
"1468",2019-08-15,10009,83
"1469",2019-08-16,10009,117
"1470",2019-08-17,10009,38
"1471",2019-08-20,10009,185
"1472",2019-08-21,10009,143
"1473",2019-08-22,10009,163
"1474",2019-08-23,10009,219
"1475",2019-08-24,10009,58
"1476",2019-08-26,10009,214
"1477",2019-08-27,10009,258
"1478",2019-08-28,10009,234
"1479",2019-08-29,10009,157
"1480",2019-08-30,10009,199
"1481",2019-08-31,10009,126
"1482",2019-09-01,10009,16
"1483",2019-09-02,10009,233
"1484",2019-09-03,10009,222
"1485",2019-09-04,10009,170
"1486",2019-09-05,10009,191
"1487",2019-09-06,10009,144
"1488",2019-09-07,10009,49
"1489",2019-09-09,10009,239
"1490",2019-09-10,10009,188
"1491",2019-09-11,10009,197
"1492",2019-09-12,10009,202
"1493",2019-09-13,10009,123
"1494",2019-09-14,10009,118
"1495",2019-09-16,10009,141
"1496",2019-09-17,10009,175
"1497",2019-09-18,10009,178
"1498",2019-09-19,10009,119
"1499",2019-09-20,10009,190
"1500",2019-09-21,10009,84
"1501",2019-09-22,10009,9
"1502",2019-09-23,10009,198
"1503",2019-09-24,10009,224
"1504",2019-09-25,10009,241
"1505",2019-11-13,10009,81
"1506",2019-11-14,10009,156
"1507",2019-11-15,10009,183
"1508",2019-11-16,10009,55
"1509",2019-11-18,10009,91
"1510",2019-11-19,10009,152
"1511",2019-11-20,10009,139
"1512",2019-11-21,10009,54
"1513",2019-11-22,10009,158
"1514",2019-11-23,10009,91
"1515",2019-11-24,10009,14
"1516",2019-11-25,10009,140
"1517",2019-11-26,10009,256
"1518",2019-11-27,10009,172
"1519",2019-11-28,10009,165
"1520",2019-11-29,10009,188
"1521",2019-11-30,10009,97
"1522",2019-12-02,10009,181
"1523",2019-12-03,10009,224
"1524",2019-12-04,10009,203
"1525",2019-12-05,10009,242
"1526",2019-12-06,10009,175
"1527",2019-12-07,10009,110
"1528",2019-12-09,10009,249
"1529",2019-12-10,10009,188
"1530",2019-12-11,10009,199
"1531",2019-12-12,10009,163
"1532",2019-12-13,10009,166
"1533",2019-12-14,10009,44
"1534",2019-12-16,10009,191
"1535",2019-12-17,10009,156
"1536",2019-12-18,10009,118
"1537",2019-12-19,10009,78
"1538",2019-12-20,10009,102
"1539",2019-12-21,10009,73
"1540",2019-12-22,10009,26
"1541",2019-12-23,10009,190
"1542",2019-12-24,10009,40
"1543",2019-12-26,10009,129
"1544",2019-12-27,10009,198
"1545",2019-12-28,10009,130
"1546",2019-12-29,10009,6
"1547",2019-12-30,10009,144
"1548",2019-12-31,10009,103
"1549",2020-01-02,10009,169
"1550",2020-01-03,10009,127
"1551",2020-01-04,10009,42
"1552",2020-01-07,10009,151
"1553",2020-01-08,10009,154
"1554",2020-01-09,10009,174
"1555",2020-01-10,10009,107
"1556",2020-01-11,10009,33
"1557",2020-01-13,10009,72
"1558",2020-01-14,10009,187
"1559",2020-01-15,10009,115
"1560",2020-01-16,10009,123
"1561",2020-01-17,10009,116
"1562",2020-01-18,10009,34
"1563",2020-01-19,10009,18
"1564",2020-01-20,10009,158
"1565",2020-01-21,10009,131
"1566",2020-01-22,10009,128
"1567",2020-01-23,10009,155
"1568",2020-01-24,10009,131
"1569",2020-01-25,10009,46
"1570",2020-01-26,10009,2
"1571",2020-01-27,10009,107
"1572",2020-01-28,10009,198
"1573",2020-01-29,10009,180
"1574",2020-01-30,10009,259
"1575",2020-01-31,10009,200
"1576",2020-02-01,10009,50
"1577",2020-02-03,10009,219
"1578",2020-02-04,10009,209
"1579",2020-02-05,10009,176
"1580",2020-02-06,10009,159
"1581",2020-02-07,10009,122
"1582",2020-02-08,10009,84
"1583",2020-02-09,10009,38
"1584",2020-02-10,10009,122
"1585",2020-02-11,10009,175
"1586",2020-02-12,10009,174
"1587",2020-02-13,10009,151
"1588",2020-02-14,10009,122
"1589",2020-02-15,10009,40
"1590",2020-02-17,10009,162
"1591",2020-02-18,10009,181
"1592",2020-02-19,10009,243
"1593",2020-02-20,10009,255
"1594",2020-02-21,10009,122
"1595",2020-02-22,10009,72
"1596",2020-02-24,10009,135
"1597",2020-02-25,10009,146
"1598",2020-02-26,10009,127
"1599",2020-02-27,10009,36
"1600",2020-02-28,10009,112
"1601",2020-02-29,10009,120
"1602",2020-03-02,10009,156
"1603",2020-03-03,10009,132
"1604",2020-03-04,10009,126
"1605",2020-03-05,10009,91
"1606",2020-03-06,10009,72
"1607",2020-03-07,10009,53
"1608",2020-03-08,10009,14
"1609",2020-03-09,10009,142
"1610",2020-03-10,10009,131
"1611",2020-03-11,10009,115
"1612",2020-03-12,10009,174
"1613",2020-03-13,10009,130
"1614",2020-03-14,10009,50
"1615",2020-03-16,10009,233
"1616",2020-03-17,10009,168
"1617",2020-03-18,10009,181
"1618",2020-03-19,10009,173
"1619",2020-03-20,10009,157
"1620",2020-03-21,10009,77
"1621",2020-03-22,10009,13
"1622",2020-03-23,10009,43
"1623",2020-03-24,10009,42
"1624",2020-03-25,10009,72
"1625",2020-03-26,10009,89
"1626",2020-03-27,10009,38
"1627",2020-03-30,10009,63
"1628",2020-03-31,10009,52
"1629",2020-04-01,10009,54
"1630",2020-04-02,10009,75
"1631",2020-04-03,10009,47
"1632",2020-04-06,10009,78
"1633",2020-04-07,10009,43
"1634",2020-04-08,10009,33
"1635",2020-04-11,10009,5
"1636",2020-04-13,10009,34
"1637",2020-04-14,10009,18
"1638",2020-04-15,10009,22
"1639",2020-04-16,10009,23
"1640",2020-04-17,10009,50
"1641",2020-04-20,10009,114
"1642",2020-04-21,10009,54
"1643",2020-04-22,10009,56
"1644",2020-04-23,10009,55
"1645",2020-04-24,10009,50
"1646",2020-04-27,10009,62
"1647",2020-04-28,10009,86
"1648",2020-04-29,10009,56
"1649",2020-04-30,10009,58
"1650",2020-05-04,10009,49
"1651",2020-05-05,10009,51
"1652",2020-05-06,10009,51
"1653",2020-05-07,10009,74
"1654",2020-05-08,10009,90
"1655",2020-05-11,10009,75
"1656",2020-05-12,10009,73
"1657",2020-05-13,10009,70
"1658",2020-05-14,10009,73
"1659",2020-05-15,10009,62
"1660",2020-05-18,10009,75
"1661",2020-05-19,10009,54
"1662",2020-05-20,10009,48
"1663",2020-05-21,10009,52
"1664",2020-05-22,10009,73
"1665",2020-05-23,10009,9
"1666",2020-05-26,10009,79
"1667",2020-05-27,10009,52
"1668",2020-05-28,10009,52
"1669",2020-05-29,10009,82
"1670",2020-06-01,10009,199
"1671",2020-06-02,10009,221
"1672",2020-06-03,10009,186
"1673",2020-06-04,10009,171
"1674",2020-06-05,10009,233
"1675",2020-06-06,10009,64
"1676",2020-06-08,10009,187
"1677",2020-06-09,10009,219
"1678",2020-06-10,10009,272
"1679",2020-06-11,10009,223
"1680",2020-06-12,10009,219
"1681",2020-06-13,10009,29
"1682",2020-06-16,10009,142
"1683",2020-06-17,10009,156
"1684",2020-06-18,10009,227
"1685",2020-06-19,10009,224
"1686",2020-06-20,10009,61
"1687",2020-06-23,10009,160
"1688",2020-06-24,10009,198
"1689",2020-06-25,10009,130
"1690",2020-06-26,10009,127
"1691",2020-06-27,10009,30
"1692",2020-06-29,10009,12
"1693",2020-06-30,10009,136
"1694",2020-07-01,10009,124
"1695",2020-07-02,10009,201
"1696",2020-07-03,10009,193
"1697",2020-07-06,10009,156
"1698",2020-07-07,10009,226
"1699",2020-07-08,10009,203
"1700",2020-07-09,10009,284
"1701",2020-07-10,10009,280
"1702",2020-07-11,10009,29
"1703",2020-07-13,10009,286
"1704",2020-07-14,10009,233
"1705",2020-07-15,10009,237
"1706",2020-07-16,10009,258
"1707",2020-07-17,10009,233
"1708",2020-07-18,10009,61
"1709",2020-07-20,10009,10
"1710",2020-07-21,10009,207
"1711",2020-07-22,10009,243
"1712",2020-07-23,10009,98
"1713",2020-07-24,10009,163
"1714",2020-07-25,10009,69
"1715",2020-07-26,10009,9
"1716",2020-07-27,10009,194
"1717",2020-07-28,10009,214
"1718",2020-07-29,10009,218
"1719",2020-07-30,10009,270
"1720",2020-07-31,10009,231
"1721",2020-08-01,10009,47
"1722",2020-08-02,10009,5
"1723",2020-08-03,10009,155
"1724",2020-08-04,10009,116
"1725",2020-08-05,10009,155
"1726",2020-08-06,10009,166
"1727",2020-08-08,10009,99
"1728",2020-08-10,10009,166
"1729",2020-08-11,10009,154
"1730",2020-08-12,10009,170
"1731",2020-08-13,10009,168
"1732",2020-08-14,10009,150
"1733",2020-08-15,10009,54
"1734",2020-08-16,10009,11
"1735",2020-08-17,10009,46
"1736",2020-08-18,10009,216
"1737",2020-08-19,10009,202
"1738",2020-08-20,10009,111
"1739",2020-08-21,10009,169
"1740",2020-08-22,10009,54
"1741",2020-08-23,10009,14
"1742",2020-08-24,10009,158
"1743",2020-08-25,10009,191
"1744",2020-08-26,10009,165
"1745",2020-08-27,10009,135
"1746",2020-08-28,10009,13
"1747",2019-01-03,151515,10
"1748",2019-01-04,151515,7
"1749",2019-01-09,151515,5
"1750",2019-01-15,151515,1
"1751",2019-01-25,151515,2
"1752",2019-01-28,151515,1
"1753",2019-01-29,151515,1
"1754",2019-01-30,151515,2
"1755",2019-01-31,151515,2
"1756",2019-02-11,151515,2
"1757",2019-02-13,151515,3
"1758",2019-02-14,151515,16
"1759",2019-02-15,151515,9
"1760",2019-02-21,151515,4
"1761",2019-02-22,151515,2
"1762",2019-02-25,151515,3
"1763",2019-02-26,151515,5
"1764",2019-03-05,151515,1
"1765",2019-04-06,151515,2
"1766",2019-04-10,151515,22
"1767",2019-04-11,151515,3
"1768",2019-04-12,151515,9
"1769",2019-05-13,151515,2
"1770",2019-05-25,151515,3
"1771",2019-06-01,151515,1
"1772",2019-07-10,151515,4
"1773",2019-07-30,151515,1
"1774",2019-08-01,151515,3
"1775",2019-11-19,151515,1
"1776",2019-11-22,151515,5
"1777",2019-11-30,151515,4
"1778",2019-12-04,151515,2
"1779",2019-12-11,151515,9
"1780",2019-12-12,151515,4
"1781",2019-12-19,151515,7
"1782",2019-12-23,151515,1
"1783",2020-01-10,151515,3
"1784",2020-01-23,151515,2
"1785",2020-01-25,151515,3
"1786",2020-02-12,151515,7
"1787",2020-02-13,151515,6
"1788",2020-02-18,151515,7
"1789",2019-03-27,201901,12
"1790",2019-04-01,201901,1
"1791",2019-04-02,201901,1
"1792",2019-04-08,201901,3
"1793",2019-04-22,201901,1
"1794",2019-04-23,201901,1
"1795",2019-04-25,201901,1
"1796",2019-04-30,201901,1
"1797",2019-05-13,201901,2
"1798",2019-05-16,201901,2
"1799",2019-06-04,201901,1
"1800",2019-06-07,201901,8
"1801",2019-06-11,201901,1
"1802",2019-07-15,201901,1
